AccessoriesUSD,AlfaUSD,AppLBP,AppUSD,CapitalUSD,CashLBP,CashUSD,ClientDebtsUSD,ComissionLBP,ComissionTotalLBP_Accumulated,ComissionTotalUSD_Accumulated,ComissionUSD,CountDate,CountTime,ExpensesUSD,Notes,OwnerWithdrawal,PNL_ID,PNL_ResultUSD,ReceivablesUSD,SystemLBP,SystemUSD,TouchUSD,USDT,isManual
"$17,474.13",$158.88,"$6,160,492.00",$141.63,"$13,000.00","$64,900,000.00","$9,500.00","$2,348.32",$0.00,"$99,610,357.00","$6,237.06",$0.00,2026-03-20 00:00:00,1899-12-30 10:52:31,$136.82,Checking,[],1280,"$3,220.68",$315.00,"$111,008,897.50","$6,075.60",$1.34,$681.36,False
"$17,466.63",$149.88,"$5,157,492.00","$3,047.13","$13,000.00","$52,790,000.00","$6,661.00","$2,948.32",$0.00,"$99,610,357.00","$6,237.06",$0.00,2026-03-20 00:00:00,1899-12-30 14:27:30,$136.82,Checking,[],1281,"$3,280.35",$315.00,"$95,292,897.50","$6,087.60",$1.34,$581.36,False
"$17,465.63",$149.88,"$5,157,492.00",$892.13,"$13,000.00","$51,850,000.00","$9,108.00","$2,973.32",$0.00,"$99,610,357.00","$6,237.06",$0.00,2026-03-20 00:00:00,1899-12-30 15:18:43,$136.82,Checking,[],1282,"$3,299.91",$315.00,"$95,292,897.50","$6,087.60",$1.34,$581.36,False
"$17,456.15",$149.98,"$162,392.00",$823.25,"$13,000.00","$49,980,000.00","$6,194.00","$2,973.32",$0.00,"$99,610,357.00","$6,237.06",$0.00,2026-03-20 00:00:00,1899-12-30 16:44:49,$136.82,Checking,[],1283,"$3,326.08",$315.00,"$90,992,897.50","$9,087.60",$1.34,$581.36,False
"$17,405.00",$202.10,"$9,170,142.00",$738.65,"$13,000.00","$64,353,000.00","$12,501.00","$2,473.32",$0.00,"$99,610,357.00","$6,237.06",$0.00,2026-03-20 00:00:00,1899-12-30 19:05:17,$136.82,Checking,[],1284,"$3,369.06",$315.00,"$61,092,897.50","$3,848.60",$1.34,$260.36,False
"$17,374.75",$202.10,"$9,170,142.00",$517.95,"$13,000.00","$62,803,000.00","$12,456.00","$2,473.32","$204,396.00","$99,610,357.00","$6,237.06",$58.40,2026-03-20 00:00:00,1899-12-30 21:01:42,$136.82,Closing,[],1285,"$3,374.14",$315.00,"$61,092,897.50","$3,996.60",$1.34,$260.36,False
"$17,374.75",$202.10,"$9,170,142.00",$517.95,"$13,000.00","$62,803,000.00","$12,456.00","$2,473.32",$0.00,"$99,814,753.00","$6,295.46",$0.00,2026-03-21 00:00:00,1899-12-30 08:06:03,$136.82,Opening,[],1286,"$3,374.14",$315.00,"$61,092,897.50","$3,996.60",$1.34,$260.36,False
"$17,372.23",$202.10,"$2,755,642.00",$688.55,"$13,000.00","$65,213,000.00","$11,191.00","$2,504.32",$0.00,"$99,814,753.00","$6,295.46",$0.00,2026-03-21 00:00:00,1899-12-30 11:55:26,$136.82,Checking,[],1287,"$3,396.24",$315.00,"$61,092,897.50","$5,129.60",$1.34,$260.36,False
"$17,372.23",$290.10,"$675,642.00","$1,810.88","$13,000.00","$69,133,000.00","$10,046.00","$2,604.32",$0.00,"$99,814,753.00","$6,295.46",$0.00,2026-03-21 00:00:00,1899-12-30 15:28:31,$136.82,Checking,[],1288,"$3,467.03",$315.00,"$43,292,897.50","$4,813.60",$1.34,$660.36,False
"$17,323.23",$281.10,"$2,755,642.00",$65.22,"$13,000.00","$67,983,000.00","$14,544.00","$2,504.32",$0.00,"$99,814,753.00","$6,295.46",$0.00,2026-03-21 00:00:00,1899-12-30 17:04:36,$136.82,Checking,[],1289,"$3,480.09",$315.00,"$33,292,897.50","$2,427.60",$1.34,$587.36,False
"$17,317.91",$281.10,"$5,610,292.00",$40.82,"$13,000.00","$63,663,000.00","$8,374.00","$2,504.32",$0.00,"$99,814,753.00","$6,295.46",$0.00,2026-03-21 00:00:00,1899-12-30 18:59:41,$136.82,Checking,[],1290,"$3,504.01",$315.00,"$92,692,897.50","$8,414.60",$1.34,$87.36,False
"$17,312.41",$281.10,"$4,845,292.00",$65.32,"$13,000.00","$45,518,000.00","$7,919.00","$2,559.32","$57,550.00","$99,814,753.00","$6,295.46",$22.40,2026-03-21 00:00:00,1899-12-30 20:58:20,$136.82,Closing,[],1291,"$3,556.51",$315.00,"$89,642,897.50","$7,358.60",$1.34,"$1,830.36",False
"$17,312.41",$281.10,"$4,845,292.00",$65.32,"$13,000.00","$45,518,000.00","$7,919.00","$2,559.32",$0.00,"$99,872,303.00","$6,317.86",$0.00,2026-03-23 00:00:00,1899-12-30 07:46:47,$136.82,Opening,[],1292,"$3,556.51",$315.00,"$89,642,897.50","$7,358.60",$1.34,"$1,830.36",False
"$17,309.89",$281.10,"$5,176,642.00",$125.82,"$13,000.00","$72,428,000.00","$8,773.00","$2,562.32",$0.00,"$99,872,303.00","$6,317.86",$0.00,2026-03-23 00:00:00,1899-12-30 10:24:33,$136.82,Checking,[],1293,"$3,567.91",$315.00,"$112,342,897.50","$5,900.60",$1.34,"$1,830.36",False
"$17,303.64",$281.10,"$8,051,892.00","$1,440.92","$13,000.00","$53,633,000.00","$8,694.00","$2,480.50",$0.00,"$99,872,303.00","$6,317.86",$0.00,2026-03-23 00:00:00,1899-12-30 13:45:54,$136.82,Checking,[],1294,"$3,633.43",$315.00,"$102,132,897.50","$7,162.18",$1.34,$730.35,False
"$17,303.64",$281.10,"$8,051,592.00",$981.32,"$13,000.00","$45,723,000.00","$9,824.00","$2,480.50",$0.00,"$99,872,303.00","$6,317.86",$0.00,2026-03-23 00:00:00,1899-12-30 15:06:29,$136.82,Checking,[],1295,"$3,659.82",$315.00,"$100,232,897.50","$7,337.18",$1.34,$55.34,False
"$17,289.12",$263.26,"$3,296,342.00",$222.79,"$13,000.00","$43,673,000.00","$4,621.00","$7,095.17",$0.00,"$99,872,303.00","$6,317.86",$0.00,2026-03-23 00:00:00,1899-12-30 17:16:00,$136.82,Checking,[],1296,"$3,728.73",$315.00,"$94,132,897.50","$8,859.18",$1.34,$155.34,False
"$17,282.52",$261.12,"$145,842.00",$686.74,"$13,000.00","$55,433,000.00","$7,256.00","$7,095.17",$0.00,"$99,872,303.00","$6,317.86",$0.00,2026-03-23 00:00:00,1899-12-30 19:00:36,$136.82,Checking,[],1297,"$3,768.85",$315.00,"$82,232,897.50","$6,004.18",$1.34,$55.33,False
"$17,282.52",$261.12,"$145,842.00",$13.04,"$13,000.00","$59,393,000.00","$12,302.00","$7,095.17","$146,150.00","$99,872,303.00","$6,317.86",$53.80,2026-03-23 00:00:00,1899-12-30 21:02:43,$136.82,Closing,[],1298,"$3,772.15",$315.00,"$79,532,897.50","$1,642.18",$1.34,$55.33,False
"$17,282.52",$261.12,"$145,842.00",$13.04,"$13,000.00","$59,393,000.00","$12,302.00","$7,095.17",$0.00,"$100,018,453.00","$6,371.66",$0.00,2026-03-24 00:00:00,1899-12-30 08:03:31,$136.82,Opening,[],1299,"$3,772.15",$315.00,"$79,532,897.50","$1,642.18",$1.34,$55.33,False
"$17,262.19",$261.12,"$7,258,592.00","$1,325.54","$13,000.00","$54,863,000.00","$5,319.00","$7,945.28",$0.00,"$100,018,453.00","$6,371.66",$0.00,2026-03-24 00:00:00,1899-12-30 11:32:04,$136.82,Checking,[],1300,"$3,793.35",$315.00,"$112,132,897.50","$5,859.18",$1.34,$55.33,False
"$17,252.65",$261.10,"$5,121,842.00",$77.54,"$13,000.00","$54,273,000.00","$11,976.00","$6,064.17",$0.00,"$100,018,453.00","$6,371.66",$0.00,2026-03-24 00:00:00,1899-12-30 13:13:49,$136.82,Checking,[],1301,"$3,852.59",$315.00,"$111,832,897.50","$2,398.18",$1.34,$55.33,False
"$17,245.13",$261.12,"$5,121,842.00",$145.94,"$13,000.00","$57,408,000.00","$4,277.00","$6,168.06",$0.00,"$100,018,453.00","$6,371.66",$0.00,2026-03-24 00:00:00,1899-12-30 15:47:58,$136.82,Checking,[],1302,"$3,885.62",$315.00,"$101,382,897.50","$10,119.18",$1.34,$55.33,False
"$17,217.99",$275.12,"$3,241,842.00",$191.24,"$13,000.00","$58,258,000.00","$1,283.00","$6,163.28",$0.00,"$100,018,453.00","$6,371.66",$0.00,2026-03-24 00:00:00,1899-12-30 18:11:28,$136.82,Checking,[],1303,"$3,921.61",$315.00,"$100,572,897.50","$13,168.18",$1.34,$105.33,False
"$17,216.74",$275.12,"$3,241,842.00",$312.24,"$13,000.00","$36,695,000.00","$6,074.00","$5,667.28","$717,830.00","$100,018,453.00","$6,371.66",$85.40,2026-03-24 00:00:00,1899-12-30 20:58:05,$190.86,Closing,[],1304,"$3,941.82",$315.00,"$145,992,897.50","$8,556.27",$1.34,$105.33,False
"$17,216.74",$275.12,"$3,241,842.00",$297.24,"$13,000.00","$36,695,000.00","$6,089.00","$5,667.28",$0.00,"$100,736,283.00","$6,457.06",$0.00,2026-03-25 00:00:00,1899-12-30 08:03:21,$190.86,Opening,[],1305,"$3,941.82",$315.00,"$145,992,897.50","$8,556.27",$1.34,$105.33,False
"$17,216.74",$275.12,"$3,241,842.00",$637.79,"$13,000.00","$35,645,000.00","$5,764.00","$5,667.28",$0.00,"$100,736,283.00","$6,457.06",$0.00,2026-03-25 00:00:00,1899-12-30 09:02:11,$190.86,Checking,[],1306,"$3,945.70",$315.00,"$145,992,897.50","$8,556.27",$1.34,$105.33,False
"$17,216.74",$275.12,"$3,241,842.00",$752.89,"$13,000.00","$35,395,000.00","$5,654.00","$5,667.28",$0.00,"$100,736,283.00","$6,457.06",$0.00,2026-03-25 00:00:00,1899-12-30 10:05:51,$190.86,Checking,[],1307,"$3,948.03",$315.00,"$145,992,897.50","$8,556.27",$1.34,$105.33,False
"$17,216.74",$275.12,"$231,842.00",$446.34,"$13,000.00","$58,115,000.00","$5,039.00","$5,667.28",$0.00,"$100,736,283.00","$6,457.06",$0.00,2026-03-25 00:00:00,1899-12-30 11:18:03,$190.86,Checking,[],1308,"$3,979.81",$315.00,"$140,982,897.50","$9,346.27",$1.34,$105.33,False
"$17,208.97",$275.12,"$5,699,842.00",$209.84,"$13,000.00","$41,480,000.00","$13,859.00","$5,667.28",$0.00,"$100,736,283.00","$6,457.06",$0.00,2026-03-25 00:00:00,1899-12-30 13:13:49,$190.86,Checking,[],1309,"$4,012.01",$315.00,"$143,482,897.50","$1,001.27",$1.34,$105.33,False
"$17,205.97",$275.12,"$3,864,842.00",$384.97,"$13,000.00","$41,925,000.00","$8,224.00","$5,668.78",$0.00,"$100,736,283.00","$6,457.06",$0.00,2026-03-25 00:00:00,1899-12-30 14:55:51,$190.86,Checking,[],1310,"$4,031.53",$315.00,"$143,782,897.50","$6,441.27",$1.34,$105.33,False
"$17,295.14",$264.56,"$7,683,742.00","$1,975.92","$13,000.00","$15,445,000.00","$6,006.00","$3,686.78",$0.00,"$100,736,283.00","$6,457.06",$0.00,2026-03-25 00:00:00,1899-12-30 19:39:13,$229.36,Checking,[],1311,"$4,263.55",$315.00,"$149,092,897.50","$2,764.61",$1.34,"$6,701.00",False
"$17,290.48",$264.56,"$4,771,742.00","$3,067.56","$13,000.00","$15,610,000.00","$5,081.00","$3,886.78","$281,000.00","$100,736,283.00","$6,457.06",$42.59,2026-03-25 00:00:00,1899-12-30 22:42:12,$229.36,Closing,[],1312,"$4,292.99",$315.00,"$149,092,897.50","$2,563.61",$1.34,"$6,701.33",False
"$17,290.48",$264.56,"$4,771,742.00","$3,608.56","$13,000.00","$15,610,000.00","$4,540.00","$3,886.78",$0.00,"$101,017,283.00","$6,499.65",$0.00,2026-03-26 00:00:00,1899-12-30 08:03:25,$229.36,Opening,[],1313,"$4,292.99",$315.00,"$149,092,897.50","$2,563.61",$1.34,"$6,701.33",False
"$17,287.48",$260.28,"$7,111,742.00","$2,353.16","$13,000.00","$24,140,000.00","$6,481.00","$3,886.78",$0.00,"$101,017,283.00","$6,499.65",$0.00,2026-03-26 00:00:00,1899-12-30 10:28:54,$229.36,Checking,[],1314,"$4,310.63",$315.00,"$129,092,897.50","$2,013.61",$1.34,"$6,701.33",False
"$17,244.66",$260.28,"$8,346,742.00",$471.56,"$13,000.00","$41,430,000.00","$11,163.00","$3,889.78",$0.00,"$101,017,283.00","$6,499.65",$0.00,2026-03-26 00:00:00,1899-12-30 13:53:07,$229.36,Checking,[],1315,"$4,310.42",$315.00,"$105,562,897.50","$5,351.61",$1.34,$671.33,False
"$17,244.66",$260.28,"$6,816,742.00",$356.91,"$13,000.00","$52,260,000.00","$13,728.00","$3,889.78",$0.00,"$101,017,283.00","$6,499.65",$0.00,2026-03-26 00:00:00,1899-12-30 15:17:18,$229.36,Checking,[],1316,"$4,317.99",$315.00,"$95,562,897.50","$3,026.61",$1.34,$581.33,False
"$17,242.81",$260.28,"$4,313,742.00",$595.00,"$13,000.00","$50,320,000.00","$9,481.00","$3,939.78",$0.00,"$101,017,283.00","$6,499.65",$0.00,2026-03-26 00:00:00,1899-12-30 17:15:21,$229.36,Checking,[],1317,"$4,345.33",$315.00,"$135,682,897.50","$6,750.61",$1.18,$442.33,False
"$17,239.46",$260.28,"$4,313,742.00",$30.00,"$13,000.00","$37,320,000.00","$9,218.00","$3,939.78",$0.00,"$101,017,283.00","$6,499.65",$0.00,2026-03-26 00:00:00,1899-12-30 18:58:17,$229.36,Checking,[],1318,"$4,390.38",$315.00,"$149,672,897.50","$6,120.61",$1.18,"$1,951.38",False
"$17,228.21",$260.28,"$2,543,742.00","$1,489.72","$13,000.00","$38,150,000.00","$8,619.00","$3,979.78","$229,600.00","$101,017,283.00","$6,499.65",$30.16,2026-03-26 00:00:00,1899-12-30 21:02:45,$229.36,Closing,[],1319,"$4,428.67",$315.00,"$145,472,897.50","$6,357.31",$1.18,$934.37,False
"$17,228.21",$260.28,"$2,543,742.00","$1,538.72","$13,000.00","$38,150,000.00","$8,619.00","$3,979.78",$0.00,"$101,246,883.00","$6,529.81",$0.00,2026-03-27 00:00:00,1899-12-30 08:06:19,$229.36,Opening,[],1320,"$4,428.67",$315.00,"$145,472,897.50","$6,357.31",$1.18,$934.37,False
"$17,228.21",$245.78,"$8,650,242.00","$1,457.22","$13,000.00","$41,770,000.00","$6,996.00","$4,026.67",$0.00,"$101,246,883.00","$6,529.81",$0.00,2026-03-27 00:00:00,1899-12-30 09:26:55,$229.36,Checking,[],1321,"$4,460.50",$315.00,"$109,172,897.50","$8,357.31",$1.18,$934.37,False
"$17,214.96",$245.78,"$2,904,242.00",$404.47,"$13,000.00","$37,130,000.00","$8,777.00","$4,105.56",$0.00,"$101,246,883.00","$6,529.81",$0.00,2026-03-27 00:00:00,1899-12-30 12:14:46,$229.36,Checking,[],1322,"$4,499.90",$315.00,"$101,062,897.50","$7,832.31",$1.18,$934.37,False
"$17,199.08",$245.78,"$3,227,242.00",$754.67,"$13,000.00","$37,090,000.00","$12,608.00","$4,496.56",$0.00,"$101,246,883.00","$6,529.81",$0.00,2026-03-27 00:00:00,1899-12-30 15:45:48,$229.36,Checking,[],1323,"$4,583.11",$315.00,"$95,562,897.50","$3,214.28",$1.18,$134.37,False
"$17,193.08",$251.78,"$2,462,242.00",$289.51,"$13,000.00","$41,680,000.00","$8,817.00","$4,496.56",$0.00,"$101,246,883.00","$6,529.81",$0.00,2026-03-27 00:00:00,1899-12-30 17:19:14,$229.36,Checking,[],1324,"$4,636.66",$315.00,"$145,682,897.50","$6,941.28",$1.18,$134.36,False
"$17,190.56",$251.78,"$9,492,992.00",$134.04,"$13,000.00","$40,660,000.00","$10,041.00","$4,496.56",$0.00,"$101,246,883.00","$6,529.81",$0.00,2026-03-27 00:00:00,1899-12-30 18:47:58,$229.36,Checking,[],1325,"$4,656.87",$315.00,"$135,682,897.50","$5,965.28",$1.18,$106.36,False
"$17,288.26",$251.78,"$9,492,992.00",$7.13,"$13,000.00","$54,850,000.00","$9,633.00","$5,176.56","$90,500.00","$101,246,883.00","$6,529.81",$40.63,2026-03-27 00:00:00,1899-12-30 21:07:15,$229.36,Closing,[],1326,"$4,670.81",$315.00,"$121,482,897.50","$5,409.58",$1.18,$106.36,False
"$17,288.26",$251.78,"$9,492,992.00",$7.13,"$13,000.00","$54,850,000.00","$9,633.00","$5,176.56",$0.00,"$101,337,383.00","$6,570.44",$0.00,2026-03-28 00:00:00,1899-12-30 08:08:31,$229.36,Opening,[],1327,"$4,670.81",$315.00,"$121,482,897.50","$5,409.58",$1.18,$106.36,False
"$17,280.76",$242.78,"$7,037,992.00",$216.33,"$13,000.00","$52,020,000.00","$10,757.00","$5,176.56",$0.00,"$101,337,383.00","$6,570.44",$0.00,2026-03-28 00:00:00,1899-12-30 10:54:30,$465.36,Checking,[],1328,"$4,681.79",$315.00,"$121,482,897.50","$3,936.58",$1.18,$106.36,False
"$17,276.76",$381.64,"$5,672,992.00","$1,392.14","$13,000.00","$34,700,000.00","$10,251.00","$5,181.56",$0.00,"$101,337,383.00","$6,570.44",$0.00,2026-03-28 00:00:00,1899-12-30 13:36:15,$465.36,Checking,[],1329,"$4,762.68",$315.00,"$106,282,897.50","$3,579.58",$1.18,$106.36,False
"$17,276.76",$381.64,"$5,672,992.00","$3,195.41","$13,000.00","$33,320,000.00","$9,143.00","$4,511.56",$0.00,"$101,337,383.00","$6,570.44",$0.00,2026-03-28 00:00:00,1899-12-30 14:53:48,$475.36,Checking,[],1330,"$4,784.61",$315.00,"$106,282,897.50","$3,629.58",$1.18,$106.36,False
"$17,273.24",$367.14,"$4,669,992.00","$3,126.21","$13,000.00","$33,320,000.00","$8,162.00","$4,826.56",$0.00,"$101,337,383.00","$6,570.44",$0.00,2026-03-28 00:00:00,1899-12-30 16:59:26,$475.36,Checking,[],1331,"$4,866.01",$315.00,"$106,282,897.50","$4,399.58",$1.18,$197.41,False
"$17,201.72",$367.14,"$159,992.00","$1,200.99","$13,000.00","$31,200,000.00","$10,033.00","$4,889.89",$0.00,"$101,337,383.00","$6,570.44",$0.00,2026-03-28 00:00:00,1899-12-30 18:53:49,$475.36,Checking,[],1332,"$4,914.46",$315.00,"$106,282,897.50","$4,596.58",$1.18,$315.41,False
"$17,198.22",$367.14,"$9,697,992.00",$196.39,"$13,000.00","$31,900,000.00","$10,718.00","$4,819.89","$25,200.00","$101,337,383.00","$6,570.44",$24.88,2026-03-28 00:00:00,1899-12-30 21:00:59,$475.36,Closing,[],1333,"$4,932.79",$315.00,"$96,282,897.50","$4,796.58",$1.18,$520.70,False
"$17,198.22",$367.14,"$9,697,992.00",$196.39,"$13,000.00","$31,900,000.00","$10,718.00","$4,819.89",$0.00,"$101,362,583.00","$6,595.32",$0.00,2026-03-30 00:00:00,1899-12-30 08:40:49,$475.36,Opening,[],1334,"$4,932.79",$315.00,"$96,282,897.50","$4,796.58",$1.18,$520.70,False
"$17,175.70",$367.14,"$6,177,992.00",$27.89,"$13,000.00","$31,580,000.00","$7,867.00","$4,822.89",$0.00,"$101,362,583.00","$6,595.32",$0.00,2026-03-30 00:00:00,1899-12-30 10:20:48,$475.36,Checking,[],1335,"$4,944.52",$315.00,"$144,782,897.50","$7,356.58",$1.18,$520.70,False
"$17,175.70",$367.14,"$3,492,492.00",$874.49,"$13,000.00","$36,490,000.00","$6,667.00","$4,822.89",$0.00,"$101,362,583.00","$6,595.32",$0.00,2026-03-30 00:00:00,1899-12-30 12:27:38,$475.36,Checking,[],1336,"$4,969.39",$315.00,"$128,452,897.50","$7,910.58",$1.18,$501.70,False
"$17,179.04",$367.14,"$702,742.00",$673.19,"$13,000.00","$48,455,000.00","$12,800.00","$4,854.59",$0.00,"$101,362,583.00","$6,595.32",$0.00,2026-03-30 00:00:00,1899-12-30 15:14:58,$475.36,Checking,[],1337,"$4,985.55",$315.00,"$104,322,897.50","$2,460.48",$1.18,$501.70,False
"$17,164.66",$367.14,"$9,682,742.00",$18.25,"$13,000.00","$70,165,000.00","$10,348.00","$5,381.79",$0.00,"$101,362,583.00","$6,595.32",$0.00,2026-03-30 00:00:00,1899-12-30 18:47:21,$475.36,Checking,[],1338,"$5,070.76",$315.00,"$67,722,897.50","$5,446.49",$1.18,$270.20,False
"$17,094.37",$367.14,"$3,451,242.00","$1,583.75","$13,000.00","$70,015,000.00","$9,387.00","$5,381.79",$0.00,"$101,362,583.00","$6,595.32",$0.00,2026-03-30 00:00:00,1899-12-30 20:05:03,$475.36,Checking,[],1339,"$5,102.71",$315.00,"$63,892,897.50","$5,210.90",$1.18,$173.20,False
"$17,063.12",$365.00,"$3,451,242.00",$292.95,"$13,000.00","$70,025,000.00","$10,580.00","$5,381.79","$510,800.00","$101,362,583.00","$6,595.32",$57.53,2026-03-30 00:00:00,1899-12-30 21:06:20,$475.36,Closing,[],1340,"$5,112.76",$315.00,"$63,892,897.50","$5,181.90",$1.18,$373.20,False
"$17,063.12",$365.00,"$3,451,242.00",$292.95,"$13,000.00","$70,025,000.00","$10,580.00","$5,381.79",$0.00,"$101,873,383.00","$6,652.85",$0.00,2026-03-31 00:00:00,1899-12-30 08:15:55,$475.36,Opening,[],1341,"$5,112.76",$315.00,"$63,892,897.50","$5,181.90",$1.18,$373.20,False
"$17,052.47",$365.00,"$8,374,242.00",$108.17,"$13,000.00","$54,135,000.00","$9,596.00","$5,381.79",$0.00,"$101,873,383.00","$6,652.85",$0.00,2026-03-31 00:00:00,1899-12-30 12:49:02,$475.36,Checking,[],1343,"$5,242.42",$315.00,"$130,442,897.50","$5,405.86",$1.18,$848.20,False
"$17,019.62",$365.00,"$3,124,242.00","$1,411.32","$13,000.00","$177,935,000.00","$8,920.00","$5,381.79",$0.00,"$101,873,383.00","$6,652.85",$0.00,2026-03-31 00:00:00,1899-12-30 15:27:54,$475.36,Checking,[],1344,"$5,299.93",$315.00,"$15,862,897.50","$4,914.11",$1.18,$848.20,False
"$17,025.91",$365.00,"$1,614,242.00",$821.32,"$13,000.00","$69,235,000.00","$12,439.00","$5,361.79",$0.00,"$101,873,383.00","$6,652.85",$0.00,2026-03-31 00:00:00,1899-12-30 17:43:11,$793.13,Checking,[],1345,"$5,357.24",$315.00,"$110,862,897.50","$2,600.11",$1.18,$248.20,False
"$17,014.56",$365.00,"$1,995,492.00","$1,583.25","$13,000.00","$92,510,000.00","$8,038.00","$6,343.90","$851,340.00","$101,873,383.00","$6,652.85",$113.25,2026-03-31 00:00:00,1899-12-30 21:09:14,$793.13,Closing,[],1346,"$5,434.42",$315.00,"$74,752,897.50","$4,099.89",$1.18,$556.48,False
"$17,014.56",$356.00,"$1,995,492.00","$1,367.25","$13,000.00","$92,510,000.00","$7,938.00","$6,353.40",$0.00,"$102,724,723.00","$6,766.10",$0.00,2026-04-01 00:00:00,1899-12-30 08:25:37,$793.13,Opening,[],1347,"$5,434.42",$315.00,"$74,752,897.50","$4,099.89",$1.18,$556.48,False
"$17,001.29",$345.44,"$7,901,742.00",$842.40,"$13,000.00","$68,250,000.00","$9,823.00","$6,320.62",$0.00,"$102,724,723.00","$6,766.10",$0.00,2026-04-01 00:00:00,1899-12-30 10:15:10,$793.13,Checking,[],1348,"$5,462.49",$315.00,"$108,592,897.50","$2,249.89",$1.18,$556.48,False
"$16,995.74",$345.44,"$5,001,992.00",$68.16,"$13,000.00","$77,950,000.00","$8,521.00","$6,367.03",$0.00,"$102,724,723.00","$6,766.10",$0.00,2026-04-01 00:00:00,1899-12-30 11:54:48,$793.13,Checking,[],1349,"$5,484.31",$315.00,"$89,682,897.50","$4,479.09",$1.18,$546.48,False
"$16,994.20",$345.44,"$12,961,992.00",$607.75,"$13,000.00","$110,150,000.00","$8,517.00","$6,393.03",$0.00,"$102,724,723.00","$6,766.10",$0.00,2026-04-01 00:00:00,1899-12-30 13:27:48,$794.79,Checking,[],1350,"$5,497.90",$315.00,"$82,762,897.50","$3,640.09",$1.18,$506.48,False
"$16,992.70",$345.44,"$6,794,642.00",$881.35,"$13,000.00","$177,320,000.00","$3,234.00","$6,569.03",$0.00,"$102,724,723.00","$6,766.10",$0.00,2026-04-01 00:00:00,1899-12-30 16:54:32,$794.79,Checking,[],1351,"$5,529.31",$315.00,"$131,562,897.50","$6,918.88",$1.18,$478.48,False
"$16,930.70",$340.88,"$9,134,292.00",$207.14,"$13,000.00","$125,490,000.00","$4,719.00","$6,589.03",$0.00,"$102,724,723.00","$6,766.10",$0.00,2026-04-01 00:00:00,1899-12-30 19:00:38,$794.79,Checking,[],1352,"$5,622.62",$315.00,"$183,962,897.50","$6,254.88",$1.18,$478.48,False
"$16,929.06",$330.32,"$4,434,292.00",$104.23,"$13,000.00","$128,160,000.00","$4,770.00","$6,789.03","$675,950.00","$102,724,723.00","$6,766.10",$131.53,2026-04-01 00:00:00,1899-12-30 21:01:12,$794.79,Closing,[],1353,"$5,636.79",$315.00,"$182,412,897.50","$6,173.88",$1.18,$478.48,False
"$16,929.06",$330.32,"$4,434,292.00",$104.23,"$13,000.00","$128,160,000.00","$4,770.00","$6,789.03",$0.00,"$103,400,673.00","$6,897.63",$0.00,2026-04-02 00:00:00,1899-12-30 08:14:11,$794.79,Opening,[],1354,"$7,437.57",$315.00,"$197,223,487.50","$7,810.10",$1.18,$478.48,False
"$16,929.06",$330.32,"$2,823,292.00","$1,772.23","$13,000.00","$55,990,000.00","$5,605.00","$6,853.03",$0.00,"$103,400,673.00","$6,897.63",$0.00,2026-04-02 00:00:00,1899-12-30 09:09:36,$794.79,Checking,[],1355,"$7,463.67",$315.00,"$187,223,487.50","$6,200.10",$1.18,$478.48,False
"$16,929.06",$330.32,"$9,743,292.00",$886.23,"$13,000.00","$220,180,000.00","$4,418.00","$6,789.03",$0.00,"$103,400,673.00","$6,897.63",$0.00,2026-04-02 00:00:00,1899-12-30 10:19:42,$794.79,Checking,[],1356,"$7,489.42",$315.00,"$177,223,487.50","$6,572.74",$1.18,$478.48,False
"$16,919.56",$330.32,"$7,019,292.00",$496.73,"$13,000.00","$248,485,000.00","$4,115.00","$6,769.03",$0.00,"$103,400,673.00","$6,897.63",$0.00,2026-04-02 00:00:00,1899-12-30 12:14:54,$794.79,Checking,[],1357,"$7,520.49",$315.00,"$161,743,487.50","$7,192.08",$1.18,$478.48,False
"$16,904.68",$330.32,"$8,599,842.00","$2,020.14","$13,000.00","$306,940,000.00","$9,700.00","$5,582.03",$0.00,"$103,400,673.00","$6,897.63",$0.00,2026-04-02 00:00:00,1899-12-30 17:18:43,$794.79,Checking,[],1358,"$7,638.19",$315.00,"$27,483,487.50","$2,747.08",$1.18,$464.48,False
"$16,898.68",$328.18,"$8,515,492.00",$1.74,"$13,000.00","$206,500,000.00","$12,544.00","$5,714.53",$0.00,"$103,400,673.00","$6,897.63",$0.00,2026-04-02 00:00:00,1899-12-30 21:03:06,$794.79,Checking,[],1359,"$7,678.29",$315.00,"$113,658,487.50","$1,914.28",$1.18,$818.48,False
"$16,898.68",$328.18,"$8,515,492.00",$1.74,"$13,000.00","$206,500,000.00","$10,621.00","$5,714.53",$0.00,"$103,400,673.00","$6,897.63",$0.00,2026-04-02 00:00:00,1899-12-30 21:42:25,$0.00,Checking,[],1360,"$4,960.50","$3,098.00","$113,658,487.50","$1,914.28",$1.18,$818.48,False
"$16,898.68",$328.18,"$8,515,492.00",$1.74,"$13,000.00","$206,500,000.00","$10,621.00","$5,714.53","$310,705.00","$103,400,673.00","$6,897.63",$103.04,2026-04-02 00:00:00,1899-12-30 21:46:05,$0.00,Closing (Withdrawal),49605000,1361,"$4,960.50","$3,098.00","$113,658,487.50","$1,914.28",$1.18,$818.48,False
